1,95
2,98
3,95
4,90
5,84
6,89
7,98
8,118
9,121
10,116
11,114
12,94
13,113
14,137
15,117
16,118
17,110
18,109
19,125
20,116
21,122
22,113
23,109
24,122
25,115
26,110
27,131
28,130
29,116
30,115
31,111
32,97
33,106
34,90
35,81
36,96
37,96
38,69
39,102
40,88
41,76
42,82
43,85
44,96
45,91
46,95
47,97
48,107
49,92
50,92
51,79
52,86
53,83
54,102
55,88
56,93
57,80
58,87
59,87
60,100
61,87
62,102
63,95
64,95
65,93
66,98
67,111
68,120
69,129
70,90
71,87
72,96
73,102
74,109
75,110
76,88
77,110
78,109
79,108
80,119
81,101
82,107
83,104
84,101
85,84
86,110
87,110
88,94
89,108
90,98
91,78
92,98
93,79
94,81
95,99
96,88
97,79
98,90
99,92
100,89
101,107
102,91
103,116
104,77
105,73
106,100
107,75
108,88
109,92
110,87
111,71
112,101
113,101
114,113
115,102
116,128
117,121
118,115
119,111
120,126
121,138
122,123
123,106
124,115
125,122
126,154
127,135
128,131
129,127
130,109
131,112
132,115
133,122
134,137
135,123
136,147
137,107
138,123
139,155
140,136
141,117
142,133
143,137
144,138
145,128
146,134
147,131
148,133
149,155
150,139
151,90
152,112
153,110
154,126
155,113
156,108
157,88
158,109
159,109
160,110
161,91
162,88
163,80
164,94
165,73
166,109
167,100
168,113
169,97
170,114
171,102
172,108
173,90
174,96
175,97
176,83
177,87
178,90
179,90
180,105
181,106
182,115
183,131
184,127
185,150
186,144
187,120
188,146
189,136
190,137
191,151
192,144
193,125
194,112
195,128
196,130
197,150
198,122
199,129
200,111
201,93
202,138
203,103
204,134
205,137
206,125
207,113
208,135
209,114
210,108
211,93
212,95
213,102
214,113
215,106
216,90
217,79
218,80
219,89
220,83
221,89
222,102
223,106
224,119
225,111
226,134
227,113
228,99
229,108
230,121
231,134
232,112
233,142
234,125
235,117
236,108
237,118
238,122
239,141
240,139
241,153
242,161
243,158
244,137
245,139
246,136
247,139
248,165
249,153
250,129
251,144
252,129
253,159
254,153
255,171
256,141
257,147
258,148
259,151
260,145
261,120
262,129
263,121
264,121
265,123
266,123
267,113
268,112
269,104
270,95
271,109
272,102
273,95
274,94
275,104
276,108
277,103
278,123
279,131
280,133
281,139
282,133
283,113
284,128
285,123
286,134
287,121
288,121
289,160
290,149
291,139
292,122
293,130
294,90
295,0
296,0
297,0
298,0
299,0
300,0
301,0
302,0
303,0
304,0
305,0
306,0
307,0
308,0
309,0
310,0
311,0
312,0
313,0
314,0
315,0
316,0
317,0
318,0
319,0
320,0
321,0
322,0
323,0
324,0
325,0
326,0
327,0
328,0
329,0
330,0
331,0
332,0
333,0
334,0
335,0
336,0
337,0
338,0
339,0
340,0
341,0
342,0
343,0
344,0
345,0
346,0
347,0
348,0
349,0
350,0
351,0
352,0
353,0
354,0
355,0
356,0
357,0
358,0
359,0
360,0
361,0
362,0
363,0
364,0
365,0
