1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,1
35,0
36,1
37,0
38,0
39,1
40,4
41,2
42,0
43,1
44,0
45,0
46,0
47,2
48,1
49,2
50,1
51,2
52,0
53,5
54,3
55,3
56,5
57,4
58,2
59,5
60,3
61,4
62,5
63,5
64,3
65,8
66,11
67,7
68,10
69,3
70,6
71,6
72,8
73,8
74,10
75,13
76,6
77,4
78,10
79,9
80,9
81,12
82,15
83,6
84,7
85,11
86,11
87,10
88,12
89,8
90,5
91,9
92,14
93,18
94,10
95,12
96,11
97,12
98,11
99,13
100,21
101,17
102,17
103,14
104,17
105,14
106,12
107,18
108,16
109,16
110,11
111,18
112,12
113,17
114,10
115,15
116,15
117,12
118,8
119,16
120,20
121,16
122,15
123,22
124,13
125,13
126,18
127,19
128,16
129,17
130,12
131,14
132,8
133,20
134,10
135,13
136,13
137,18
138,19
139,15
140,19
141,14
142,14
143,16
144,24
145,17
146,22
147,16
148,16
149,16
150,19
151,27
152,20
153,26
154,21
155,22
156,9
157,15
158,24
159,17
160,22
161,27
162,22
163,17
164,25
165,24
166,25
167,24
168,20
169,24
170,26
171,23
172,22
173,30
174,18
175,23
176,32
177,23
178,19
179,19
180,20
181,20
182,21
183,19
184,13
185,16
186,25
187,22
188,28
189,16
190,15
191,15
192,25
193,17
194,27
195,28
196,21
197,17
198,21
199,23
200,18
201,29
202,20
203,18
204,28
205,23
206,22
207,16
208,20
209,27
210,28
211,21
212,19
213,33
214,28
215,32
216,34
217,42
218,26
219,25
220,26
221,29
222,33
223,31
224,37
225,28
226,35
227,31
228,20
229,32
230,25
231,39
232,36
233,38
234,32
235,29
236,35
237,38
238,19
239,28
240,28
241,30
242,30
243,30
244,29
245,21
246,33
247,28
248,29
249,24
250,26
251,29
252,17
253,34
254,24
255,32
256,39
257,32
258,34
259,30
260,34
261,38
262,24
263,34
264,37
265,37
266,35
267,26
268,28
269,33
270,34
271,30
272,34
273,27
274,41
275,43
276,24
277,35
278,36
279,34
280,36
281,32
282,30
283,36
284,30
285,39
286,37
287,32
288,38
289,35
290,33
291,33
292,32
293,30
294,33
295,31
296,44
297,34
298,39
299,40
300,27
301,40
302,38
303,44
304,39
305,40
306,29
307,37
308,46
309,43
310,30
311,33
312,39
313,43
314,56
315,39
316,37
317,40
318,42
319,43
320,32
321,23
322,44
323,44
324,34
325,44
326,34
327,26
328,37
329,34
330,48
331,38
332,49
333,51
334,46
335,44
336,44
337,45
338,46
339,36
340,51
341,46
342,51
343,47
344,43
345,46
346,41
347,55
348,47
349,46
350,51
351,50
352,47
353,49
354,44
355,52
356,36
357,44
358,46
359,35
360,31
361,32
362,32
363,44
364,31
365,24
