2010-02-01T00:00:00.673+0100, 3981, 2, 974, 1, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null
2010-02-02T00:00:00.675+0100, 974, 22, 4661, 13, 1564, 1, 3981, 0, null, null, null, null, null, null, null, null, null, null, null, null
2010-02-03T00:00:00.675+0100, 974, 5, 1564, 1, 3825, 1, 4661, 1, 3981, 0, null, null, null, null, null, null, null, null, null, null
2010-02-04T00:00:00.675+0100, 974, 0, 1564, 0, 3825, 0, 4661, 0, 3981, 0, null, null, null, null, null, null, null, null, null, null
2010-02-05T00:00:00.676+0100, 2608, 1, 3633, 1, 974, 0, 1564, 0, 3825, 0, 4661, 0, 3981, 0, null, null, null, null, null, null
2010-02-06T00:00:00.676+0100, 2608, 0, 3633, 0, 974, 0, 1564, 0, 3825, 0, 4661, 0, 3981, 0, null, null, null, null, null, null
2010-02-07T00:00:00.677+0100, 974, 0, 4661, 0, 1564, 0, 3981, 0, 2608, 0, 3633, 0, 3825, 0, null, null, null, null, null, null
2010-02-08T00:00:00.677+0100, 2608, 1, 2886, 1, 974, 0, 4661, 0, 1564, 0, 3981, 0, 3633, 0, 3825, 0, null, null, null, null
2010-02-09T00:00:00.725+0100, 2886, 7, 2214, 1, 4511, 1, 459, 1, 1259, 1, 94, 1, 555, 1, 3825, 1, 3633, 1, 2608, 1
2010-02-10T00:00:00.726+0100, 94, 1, 2608, 1, 555, 1, 3633, 1, 2886, 0, 2214, 0, 4511, 0, 459, 0, 1259, 0, 3825, 0
2010-02-11T00:00:00.726+0100, 4661, 6, 4555, 1, 94, 0, 2608, 0, 555, 0, 3633, 0, 2886, 0, 2214, 0, 4511, 0, 459, 0
2010-02-12T00:00:00.727+0100, 143, 5, 3825, 1, 1564, 1, 2886, 1, 4231, 1, 2788, 1, 4661, 0, 4555, 0, 94, 0, 2608, 0
2010-02-13T00:00:00.728+0100, 3217, 20, 3825, 4, 143, 4, 4555, 1, 4273, 1, 1564, 0, 2886, 0, 4231, 0, 2788, 0, 4661, 0
2010-02-14T00:00:00.729+0100, 3217, 11, 143, 0, 2886, 0, 3825, 0, 4661, 0, 2608, 0, 4555, 0, 1564, 0, 94, 0, 555, 0
2010-02-15T00:00:00.729+0100, 3705, 1, 3217, 0, 143, 0, 2886, 0, 3825, 0, 4661, 0, 2608, 0, 4555, 0, 1564, 0, 94, 0
2010-02-16T00:00:00.738+0100, 1259, 5, 2608, 3, 4555, 2, 3705, 1, 2886, 1, 459, 1, 3217, 0, 143, 0, 3825, 0, 4661, 0
2010-02-17T00:00:00.740+0100, 1259, 11, 2191, 9, 2608, 8, 1079, 5, 4273, 4, 4231, 3, 407, 2, 143, 1, 4755, 1, 2004, 1
2010-02-18T00:00:00.742+0100, 459, 12, 407, 9, 4273, 8, 2608, 5, 1259, 2, 3571, 1, 2917, 1, 1103, 1, 2783, 1, 2191, 0
2010-02-19T00:00:00.745+0100, 459, 36, 4643, 16, 1564, 15, 2023, 8, 1103, 6, 2783, 2, 4755, 2, 4273, 2, 2917, 1, 407, 0
2010-02-20T00:00:00.749+0100, 1564, 12, 2609, 10, 4755, 9, 94, 8, 3633, 7, 459, 7, 1103, 4, 4231, 3, 2886, 2, 555, 1
2010-02-21T00:00:00.751+0100, 1419, 14, 3315, 13, 4755, 9, 1103, 5, 143, 5, 2023, 5, 3633, 3, 94, 2, 150, 1, 2783, 1
2010-02-22T00:00:00.753+0100, 4577, 17, 2862, 13, 1259, 1, 3962, 1, 3412, 1, 4005, 1, 2783, 1, 4555, 1, 4273, 1, 555, 1
2010-02-23T00:00:00.760+0100, 3730, 10, 4643, 4, 3981, 2, 3412, 1, 3748, 1, 687, 1, 4693, 1, 4555, 1, 143, 1, 1242, 1
2010-02-24T00:00:00.761+0100, 267, 3, 4555, 2, 555, 2, 3092, 2, 238, 1, 1103, 1, 3633, 1, 2783, 1, 4644, 1, 683, 1
2010-02-25T00:00:00.772+0100, 1103, 12, 3705, 6, 94, 6, 3825, 5, 1079, 5, 143, 2, 1564, 2, 974, 2, 4555, 2, 3633, 2
2010-02-26T00:00:00.774+0100, 1909, 24, 4831, 15, 4661, 14, 4231, 10, 143, 7, 3705, 5, 555, 3, 3825, 3, 1103, 3, 3688, 3
2010-02-27T00:00:00.775+0100, 555, 15, 4178, 14, 3331, 6, 702, 6, 3705, 2, 143, 2, 1490, 1, 4506, 1, 4231, 1, 683, 1
2010-02-28T00:00:00.776+0100, 4661, 12, 702, 8, 2886, 3, 4555, 2, 1103, 1, 238, 1, 3412, 1, 3192, 1, 4577, 1, 4831, 1
2010-03-01T00:00:00.777+0100, 512, 19, 4296, 6, 407, 5, 3331, 2, 3705, 2, 4555, 2, 555, 2, 974, 1, 3192, 1, 3633, 1
2010-03-02T00:00:00.803+0100, 2608, 45, 2886, 40, 974, 39, 407, 36, 3705, 25, 1564, 24, 1259, 19, 3217, 18, 3764, 11, 3825, 5
2010-03-03T00:00:00.806+0100, 1259, 58, 2608, 56, 974, 54, 2886, 50, 407, 39, 1564, 36, 1959, 16, 3705, 9, 3764, 6, 3331, 3
2010-03-04T00:00:00.810+0100, 407, 18, 367, 14, 2886, 13, 2608, 13, 1259, 12, 974, 9, 2783, 3, 4555, 2, 4644, 2, 4755, 2
2010-03-05T00:00:00.830+0100, 3092, 10, 3412, 8, 3633, 6, 2886, 6, 4555, 5, 4273, 5, 555, 5, 4018, 4, 1355, 2, 3705, 2
2010-03-06T00:00:00.840+0100, 1355, 28, 318, 17, 1079, 17, 4428, 16, 4555, 15, 4273, 6, 2886, 5, 3092, 5, 555, 4, 4018, 4
2010-03-07T00:00:00.841+0100, 1269, 19, 267, 13, 683, 9, 4555, 6, 3412, 5, 1355, 5, 4644, 3, 4273, 3, 2608, 2, 4755, 2
2010-03-08T00:00:00.842+0100, 4435, 20, 3949, 16, 3705, 6, 1355, 5, 3412, 4, 3120, 3, 2588, 3, 2191, 2, 143, 2, 4273, 2
2010-03-09T00:00:00.843+0100, 687, 35, 1909, 20, 4558, 15, 583, 7, 4644, 6, 3705, 4, 2783, 3, 619, 3, 143, 3, 3055, 2
2010-03-10T00:00:00.858+0100, 4827, 18, 3722, 17, 3944, 15, 4460, 15, 1269, 14, 1949, 6, 3730, 3, 3825, 2, 2079, 2, 619, 2
2010-03-11T00:00:00.861+0100, 1419, 18, 4008, 14, 683, 13, 2135, 10, 4644, 7, 974, 5, 2886, 3, 1259, 3, 4178, 2, 555, 2
2010-03-12T00:00:00.867+0100, 3522, 20, 2588, 17, 3676, 10, 3962, 8, 1564, 5, 4273, 5, 998, 5, 683, 5, 1259, 5, 1148, 4
2010-03-13T00:00:00.869+0100, 1077, 15, 3331, 14, 143, 10, 471, 8, 4273, 4, 1269, 4, 2530, 4, 2191, 3, 2023, 3, 1949, 2
2010-03-14T00:00:00.872+0100, 4290, 14, 143, 7, 1355, 7, 3331, 5, 4178, 5, 1103, 4, 4281, 3, 2530, 3, 4644, 3, 2191, 3
2010-03-15T00:00:00.877+0100, 3331, 26, 2023, 20, 318, 18, 4290, 8, 4511, 4, 344, 4, 4577, 3, 1148, 2, 4139, 2, 3962, 1
2010-03-16T00:00:00.880+0100, 1434, 19, 3676, 17, 4273, 9, 150, 4, 1259, 4, 4577, 3, 3748, 3, 1148, 3, 1847, 2, 1161, 2
2010-03-17T00:00:00.881+0100, 4418, 11, 367, 10, 4644, 10, 4555, 4, 2004, 4, 1103, 3, 1222, 3, 465, 2, 2783, 2, 4139, 1
2010-03-18T00:00:00.882+0100, 4555, 11, 4506, 7, 459, 6, 290, 3, 2191, 2, 1269, 1, 619, 1, 3587, 1, 4005, 1, 4233, 1
2010-03-19T00:00:00.889+0100, 4644, 14, 3781, 10, 3705, 5, 2783, 4, 2099, 4, 4506, 4, 1269, 3, 4555, 2, 2023, 2, 3627, 2
2010-03-20T00:00:00.890+0100, 1103, 16, 1921, 11, 932, 10, 4607, 3, 4139, 3, 4644, 3, 3670, 1, 4290, 1, 2608, 1, 4178, 1
2010-03-21T00:00:00.891+0100, 2330, 12, 3705, 8, 3962, 8, 3661, 7, 2608, 4, 3924, 4, 3670, 4, 459, 3, 1269, 2, 4555, 2
2010-03-22T00:00:00.892+0100, 683, 19, 3676, 11, 3331, 4, 94, 3, 4555, 3, 2194, 3, 1131, 3, 4506, 2, 1490, 2, 1644, 2
2010-03-23T00:00:00.900+0100, 4952, 16, 583, 16, 3661, 12, 4555, 9, 3748, 3, 1925, 3, 1079, 3, 2783, 2, 1274, 2, 2886, 2
2010-03-24T00:00:00.901+0100, 4693, 12, 1276, 12, 3217, 10, 1148, 4, 1921, 4, 1259, 3, 3748, 3, 4178, 3, 1274, 3, 2079, 3
2010-03-25T00:00:00.904+0100, 4281, 20, 3627, 12, 1355, 3, 459, 3, 1922, 2, 555, 2, 2862, 2, 2698, 2, 4139, 2, 998, 2
2010-03-26T00:00:00.906+0100, 3781, 21, 3601, 20, 1564, 19, 3661, 17, 4139, 8, 1259, 6, 1355, 6, 3780, 6, 459, 5, 2886, 5
2010-03-27T00:00:00.919+0100, 1564, 44, 3606, 30, 4624, 27, 3571, 20, 1259, 17, 2783, 16, 2292, 16, 4139, 14, 3558, 13, 4281, 12
2010-03-28T00:00:00.953+0100, 4139, 89, 2194, 71, 4848, 47, 3274, 38, 974, 28, 296, 21, 555, 20, 2886, 19, 1925, 18, 3606, 17
2010-03-29T00:00:00.980+0200, 4139, 172, 4555, 80, 3274, 75, 4848, 72, 1129, 66, 2783, 60, 378, 56, 4233, 44, 2194, 41, 2608, 33
2010-03-30T00:00:00.012+0200, 378, 114, 1129, 97, 4555, 75, 4233, 57, 3627, 57, 4139, 54, 3781, 39, 344, 24, 987, 23, 2783, 21
2010-03-31T00:00:00.014+0200, 4555, 18, 4233, 16, 1129, 14, 4005, 13, 378, 12, 3781, 11, 4273, 8, 998, 8, 3627, 8, 1219, 7
2010-04-01T00:00:00.016+0200, 2862, 31, 2330, 20, 1077, 18, 3627, 11, 4506, 5, 987, 3, 2317, 3, 2194, 2, 4233, 2, 1129, 2
2010-04-02T00:00:00.017+0200, 2343, 20, 3688, 16, 4693, 14, 939, 11, 2330, 5, 2285, 2, 1274, 2, 3780, 2, 870, 2, 4831, 2
2010-04-03T00:00:00.027+0200, 3914, 15, 2163, 12, 4139, 6, 555, 5, 4848, 5, 2817, 5, 3748, 4, 1131, 4, 1161, 4, 2783, 4
2010-04-04T00:00:00.028+0200, 4008, 15, 1573, 8, 4231, 8, 1644, 5, 2194, 5, 4139, 5, 238, 4, 4273, 3, 4506, 3, 3764, 3
2010-04-05T00:00:00.029+0200, 1509, 19, 3571, 18, 2792, 12, 3748, 6, 1276, 6, 1481, 6, 3962, 5, 4577, 4, 2194, 3, 2608, 3
2010-04-06T00:00:00.030+0200, 3356, 18, 1481, 9, 4689, 3, 3962, 3, 1490, 3, 4528, 3, 3748, 3, 987, 3, 2608, 3, 2886, 3
2010-04-07T00:00:00.037+0200, 788, 19, 3781, 18, 65, 18, 1355, 13, 3067, 10, 96, 4, 4139, 4, 2317, 3, 2194, 3, 3705, 3
2010-04-08T00:00:00.038+0200, 702, 18, 1057, 16, 2608, 12, 3688, 10, 3661, 10, 512, 8, 974, 8, 2565, 6, 1125, 5, 2194, 3
2010-04-09T00:00:00.039+0200, 4157, 15, 1355, 13, 4281, 13, 2194, 6, 2783, 5, 2817, 4, 4661, 3, 4290, 3, 866, 2, 2608, 2
2010-04-10T00:00:00.041+0200, 345, 22, 1591, 19, 3897, 14, 4157, 10, 2783, 9, 2530, 9, 3601, 8, 344, 6, 2608, 5, 3682, 5
2010-04-11T00:00:00.063+0200, 3212, 18, 1959, 10, 4555, 9, 1925, 8, 2194, 8, 1591, 8, 2698, 7, 4279, 7, 870, 5, 1274, 5
2010-04-12T00:00:00.070+0200, 4555, 41, 2519, 37, 4506, 29, 2194, 28, 1644, 23, 143, 22, 345, 20, 1490, 19, 870, 18, 1925, 18
2010-04-13T00:00:00.075+0200, 2519, 70, 2194, 48, 4555, 39, 1644, 32, 1925, 31, 143, 31, 870, 28, 2698, 26, 4506, 25, 459, 21
2010-04-14T00:00:00.076+0200, 4279, 23, 4256, 19, 2194, 17, 3454, 17, 4555, 10, 4506, 9, 1573, 9, 1644, 9, 2698, 8, 1925, 8
2010-04-15T00:00:00.079+0200, 2194, 31, 1077, 20, 4296, 19, 4831, 14, 102, 12, 4139, 6, 1125, 5, 2783, 5, 150, 3, 4607, 3
2010-04-16T00:00:00.084+0200, 1753, 11, 3473, 10, 3356, 8, 4418, 6, 3331, 4, 602, 3, 4534, 3, 2165, 3, 3962, 3, 102, 3
2010-04-17T00:00:00.085+0200, 1434, 22, 3217, 21, 4408, 20, 4753, 14, 1591, 10, 1753, 7, 3924, 5, 1269, 5, 602, 4, 1949, 4
2010-04-18T00:00:00.087+0200, 4689, 18, 3522, 18, 1903, 15, 1909, 13, 1520, 11, 2425, 9, 609, 9, 1419, 9, 4296, 7, 987, 6
2010-04-19T00:00:00.092+0200, 3319, 17, 3039, 16, 2163, 16, 3067, 15, 866, 11, 3217, 10, 2311, 9, 2738, 8, 2783, 5, 4139, 5
2010-04-20T00:00:00.094+0200, 1276, 13, 3730, 13, 3319, 10, 4005, 6, 866, 3, 3981, 2, 3212, 2, 3627, 2, 2698, 2, 2519, 2
2010-04-21T00:00:00.095+0200, 3752, 20, 4281, 11, 2783, 6, 1896, 3, 3296, 3, 3760, 3, 3627, 2, 3981, 2, 4139, 2, 4279, 2
2010-04-22T00:00:00.096+0200, 3453, 28, 583, 19, 2135, 16, 2454, 16, 2194, 14, 3648, 12, 3325, 9, 3522, 9, 1274, 8, 2078, 8
2010-04-23T00:00:00.100+0200, 4428, 19, 1732, 10, 2454, 10, 3039, 7, 4607, 5, 1079, 5, 3648, 5, 3873, 3, 2904, 3, 1564, 3
2010-04-24T00:00:00.101+0200, 1320, 24, 4558, 11, 795, 10, 267, 10, 4693, 8, 1103, 5, 3412, 5, 250, 4, 2194, 4, 2886, 4
2010-04-25T00:00:00.103+0200, 3120, 21, 795, 17, 4661, 8, 2337, 8, 150, 7, 1573, 6, 2783, 5, 1933, 4, 3648, 4, 998, 4
2010-04-26T00:00:00.104+0200, 3217, 15, 2078, 10, 4139, 9, 3219, 7, 3184, 6, 3247, 5, 4141, 5, 4465, 4, 3780, 4, 407, 3
2010-04-27T00:00:00.108+0200, 4008, 20, 4268, 19, 4991, 17, 4555, 14, 959, 13, 1819, 11, 4688, 5, 3924, 4, 4062, 3, 4528, 3
2010-04-28T00:00:00.109+0200, 4577, 17, 471, 16, 987, 15, 1341, 15, 4497, 11, 3914, 9, 1481, 8, 1116, 6, 4534, 5, 1753, 5
2010-04-29T00:00:00.111+0200, 3627, 19, 1192, 13, 2817, 5, 2845, 4, 2783, 4, 238, 4, 2194, 3, 2906, 3, 4139, 3, 296, 3
2010-04-30T00:00:00.112+0200, 1481, 16, 4256, 14, 4558, 7, 2817, 6, 3648, 6, 1959, 5, 2194, 4, 1591, 4, 795, 2, 290, 2
2010-05-01T00:00:00.132+0200, 974, 23, 1753, 20, 2135, 19, 3067, 18, 3873, 13, 1591, 12, 3648, 9, 1077, 7, 407, 6, 345, 3
2010-05-02T00:00:00.134+0200, 1726, 20, 265, 18, 687, 14, 1896, 7, 136, 7, 4534, 6, 378, 5, 2194, 5, 143, 4, 4607, 4
2010-05-03T00:00:00.137+0200, 265, 18, 2194, 16, 1564, 16, 2130, 12, 1959, 7, 4534, 7, 3558, 6, 3648, 5, 378, 5, 3507, 4
2010-05-04T00:00:00.145+0200, 3184, 25, 2738, 18, 102, 16, 4178, 14, 939, 13, 976, 12, 3752, 11, 2194, 10, 1079, 10, 870, 9
2010-05-05T00:00:00.148+0200, 1688, 20, 2343, 15, 687, 12, 2194, 8, 318, 8, 702, 8, 987, 7, 1591, 6, 3039, 5, 1896, 5
2010-05-06T00:00:00.149+0200, 4365, 20, 1925, 15, 4534, 6, 3184, 6, 772, 5, 378, 5, 987, 5, 748, 4, 318, 4, 296, 4
2010-05-07T00:00:00.156+0200, 3219, 20, 4139, 19, 3627, 18, 4661, 17, 2519, 16, 998, 12, 4555, 12, 367, 11, 3606, 9, 1125, 8
2010-05-08T00:00:00.162+0200, 609, 53, 2698, 51, 346, 35, 4555, 30, 998, 27, 602, 22, 3627, 21, 2194, 18, 3315, 18, 143, 17
2010-05-09T00:00:00.167+0200, 4428, 20, 602, 20, 687, 15, 2698, 15, 933, 14, 3606, 13, 3319, 13, 2904, 12, 2194, 11, 1161, 11
2010-05-10T00:00:00.169+0200, 2002, 31, 1903, 18, 4157, 17, 346, 15, 3663, 14, 1434, 12, 497, 11, 795, 9, 2413, 8, 2194, 6
2010-05-11T00:00:00.173+0200, 2783, 14, 3730, 14, 907, 13, 265, 12, 3682, 11, 3164, 9, 4139, 6, 3331, 6, 3627, 4, 1219, 4
2010-05-12T00:00:00.179+0200, 702, 18, 2738, 17, 3661, 13, 2459, 10, 4008, 10, 2874, 8, 2812, 7, 2783, 6, 4279, 5, 900, 5
